,RegionID,SizeRank,RegionName,RegionType,StateName,Date,Value
64620,394572,184,"Erie, PA",msa,PA,2006-01-31,108902.2409193564
64695,394553,263,"East Stroudsburg, PA",msa,PA,2006-01-31,182311.657203432
64705,395125,273,"State College, PA",msa,PA,2006-01-31,166729.37595658578
64709,394453,277,"Chambersburg, PA",msa,PA,2006-01-31,185217.86763942792
64737,394783,306,"Lebanon, PA",msa,PA,2006-01-31,159883.3534893963
64753,394727,322,"Johnstown, PA",msa,PA,2006-01-31,97991.76899167344
64770,394321,340,"Altoona, PA",msa,PA,2006-01-31,124133.22678374274
64788,395225,359,"Williamsport, PA",msa,PA,2006-01-31,139356.7484860752
64811,394630,382,"Gettysburg, PA",msa,PA,2006-01-31,178977.3019418729
64854,394907,427,"New Castle, PA",msa,PA,2006-01-31,93825.82705968054
64858,394847,431,"Meadville, PA",msa,PA,2006-01-31,89505.49797403738
64866,394395,439,"Bloomsburg, PA",msa,PA,2006-01-31,159408.21641532998
64877,394541,450,"DuBois, PA",msa,PA,2006-01-31,88153.14167930339
65019,394933,597,"Oil City, PA",msa,PA,2006-01-31,77078.31934745038
65342,394974,7,"Philadelphia, PA",msa,PA,2006-02-28,227624.3015652879
65362,394982,27,"Pittsburgh, PA",msa,PA,2006-02-28,113802.05258174524
65404,394318,70,"Allentown, PA",msa,PA,2006-02-28,208456.7771090492
65431,394666,99,"Harrisburg, PA",msa,PA,2006-02-28,160137.66623653175
65433,395075,101,"Scranton, PA",msa,PA,2006-02-28,119173.17707910368
65436,394768,104,"Lancaster, PA",msa,PA,2006-02-28,188678.0593663576
65454,395244,122,"York, PA",msa,PA,2006-02-28,176870.27559980936
65460,395015,128,"Reading, PA",msa,PA,2006-02-28,160388.94880420013
65515,394572,184,"Erie, PA",msa,PA,2006-02-28,109070.52537105903
65590,394553,263,"East Stroudsburg, PA",msa,PA,2006-02-28,184026.88342521223
65600,395125,273,"State College, PA",msa,PA,2006-02-28,167492.19401700614
65604,394453,277,"Chambersburg, PA",msa,PA,2006-02-28,186610.03499518955
65632,394783,306,"Lebanon, PA",msa,PA,2006-02-28,160688.95507812029
65648,394727,322,"Johnstown, PA",msa,PA,2006-02-28,98036.92546514203
65665,394321,340,"Altoona, PA",msa,PA,2006-02-28,125327.95623740846
65683,395225,359,"Williamsport, PA",msa,PA,2006-02-28,139479.93123248554
65706,394630,382,"Gettysburg, PA",msa,PA,2006-02-28,180555.22687905817
65749,394907,427,"New Castle, PA",msa,PA,2006-02-28,93886.39621523031
65753,394847,431,"Meadville, PA",msa,PA,2006-02-28,89612.9330689716
65761,394395,439,"Bloomsburg, PA",msa,PA,2006-02-28,160081.51604436678
65772,394541,450,"DuBois, PA",msa,PA,2006-02-28,88203.62616910618
65914,394933,597,"Oil City, PA",msa,PA,2006-02-28,77190.94388188816
66237,394974,7,"Philadelphia, PA",msa,PA,2006-03-31,229096.953827028
66257,394982,27,"Pittsburgh, PA",msa,PA,2006-03-31,114187.87545410376
66299,394318,70,"Allentown, PA",msa,PA,2006-03-31,210198.45090532
66326,394666,99,"Harrisburg, PA",msa,PA,2006-03-31,160853.20811605317
66328,395075,101,"Scranton, PA",msa,PA,2006-03-31,119810.338577157
66331,394768,104,"Lancaster, PA",msa,PA,2006-03-31,189695.4031589102
66349,395244,122,"York, PA",msa,PA,2006-03-31,178609.76819191824
66355,395015,128,"Reading, PA",msa,PA,2006-03-31,161569.48699972793
66410,394572,184,"Erie, PA",msa,PA,2006-03-31,109086.02547970184
66485,394553,263,"East Stroudsburg, PA",msa,PA,2006-03-31,185806.1965832805
66495,395125,273,"State College, PA",msa,PA,2006-03-31,168376.8293404906
66499,394453,277,"Chambersburg, PA",msa,PA,2006-03-31,188653.72100607096
66527,394783,306,"Lebanon, PA",msa,PA,2006-03-31,161374.88979955798
66543,394727,322,"Johnstown, PA",msa,PA,2006-03-31,98249.17169565626
66560,394321,340,"Altoona, PA",msa,PA,2006-03-31,125693.774555478
66578,395225,359,"Williamsport, PA",msa,PA,2006-03-31,139544.71524565193
66601,394630,382,"Gettysburg, PA",msa,PA,2006-03-31,181942.97398018136
66644,394907,427,"New Castle, PA",msa,PA,2006-03-31,94215.46276396084
66648,394847,431,"Meadville, PA",msa,PA,2006-03-31,89498.36979771282
66656,394395,439,"Bloomsburg, PA",msa,PA,2006-03-31,160577.51786487031
66667,394541,450,"DuBois, PA",msa,PA,2006-03-31,88075.72530470004
66809,394933,597,"Oil City, PA",msa,PA,2006-03-31,77238.58045740631
67132,394974,7,"Philadelphia, PA",msa,PA,2006-04-30,230748.7346628808
67152,394982,27,"Pittsburgh, PA",msa,PA,2006-04-30,114569.91490331564
67194,394318,70,"Allentown, PA",msa,PA,2006-04-30,212275.7591736784
67221,394666,99,"Harrisburg, PA",msa,PA,2006-04-30,161833.93436814638
67223,395075,101,"Scranton, PA",msa,PA,2006-04-30,120336.81291277824
67226,394768,104,"Lancaster, PA",msa,PA,2006-04-30,190665.71854363327
67244,395244,122,"York, PA",msa,PA,2006-04-30,180068.52242623092
67250,395015,128,"Reading, PA",msa,PA,2006-04-30,162572.80382482355
67305,394572,184,"Erie, PA",msa,PA,2006-04-30,109078.7924699596
67380,394553,263,"East Stroudsburg, PA",msa,PA,2006-04-30,187356.17586412723
67390,395125,273,"State College, PA",msa,PA,2006-04-30,168886.4741343242
67394,394453,277,"Chambersburg, PA",msa,PA,2006-04-30,190810.8633259006
67422,394783,306,"Lebanon, PA",msa,PA,2006-04-30,162088.65921279197
67438,394727,322,"Johnstown, PA",msa,PA,2006-04-30,98353.01123756
67455,394321,340,"Altoona, PA",msa,PA,2006-04-30,125867.83982985474
67473,395225,359,"Williamsport, PA",msa,PA,2006-04-30,139779.35987410342
67496,394630,382,"Gettysburg, PA",msa,PA,2006-04-30,183567.6015241307
67539,394907,427,"New Castle, PA",msa,PA,2006-04-30,94474.9088425433
67543,394847,431,"Meadville, PA",msa,PA,2006-04-30,89570.30494980107
67551,394395,439,"Bloomsburg, PA",msa,PA,2006-04-30,161058.8434892272
67562,394541,450,"DuBois, PA",msa,PA,2006-04-30,88015.98931440874
67704,394933,597,"Oil City, PA",msa,PA,2006-04-30,77428.92769036027
68027,394974,7,"Philadelphia, PA",msa,PA,2006-05-31,232463.1194020981
68047,394982,27,"Pittsburgh, PA",msa,PA,2006-05-31,114917.84697751648
68089,394318,70,"Allentown, PA",msa,PA,2006-05-31,214220.22714863808
68116,394666,99,"Harrisburg, PA",msa,PA,2006-05-31,162986.90536608564
68118,395075,101,"Scranton, PA",msa,PA,2006-05-31,121069.17508058924
68121,394768,104,"Lancaster, PA",msa,PA,2006-05-31,192266.98720569743
68139,395244,122,"York, PA",msa,PA,2006-05-31,181764.9440982026
68145,395015,128,"Reading, PA",msa,PA,2006-05-31,164579.20655155994
68200,394572,184,"Erie, PA",msa,PA,2006-05-31,109326.07290968936
68275,394553,263,"East Stroudsburg, PA",msa,PA,2006-05-31,188852.74234343992
68285,395125,273,"State College, PA",msa,PA,2006-05-31,169341.72486794705
68289,394453,277,"Chambersburg, PA",msa,PA,2006-05-31,193136.82178018877
68317,394783,306,"Lebanon, PA",msa,PA,2006-05-31,162758.47774470443
68333,394727,322,"Johnstown, PA",msa,PA,2006-05-31,98468.670952708
68350,394321,340,"Altoona, PA",msa,PA,2006-05-31,126367.3668249353
68368,395225,359,"Williamsport, PA",msa,PA,2006-05-31,139874.18640016313
68391,394630,382,"Gettysburg, PA",msa,PA,2006-05-31,185449.30902589284
68434,394907,427,"New Castle, PA",msa,PA,2006-05-31,94683.3723319814
68438,394847,431,"Meadville, PA",msa,PA,2006-05-31,89954.56637425472
68446,394395,439,"Bloomsburg, PA",msa,PA,2006-05-31,161384.54578965178
68457,394541,450,"DuBois, PA",msa,PA,2006-05-31,87957.93916156614
68599,394933,597,"Oil City, PA",msa,PA,2006-05-31,77717.34924867017
68922,394974,7,"Philadelphia, PA",msa,PA,2006-06-30,234186.50845756245
68942,394982,27,"Pittsburgh, PA",msa,PA,2006-06-30,115293.16538062964
68984,394318,70,"Allentown, PA",msa,PA,2006-06-30,216469.7672954714
69011,394666,99,"Harrisburg, PA",msa,PA,2006-06-30,164283.56473053835
69013,395075,101,"Scranton, PA",msa,PA,2006-06-30,121661.26270211588
69016,394768,104,"Lancaster, PA",msa,PA,2006-06-30,194127.6050897555
69034,395244,122,"York, PA",msa,PA,2006-06-30,183883.318582367
69040,395015,128,"Reading, PA",msa,PA,2006-06-30,166743.73465236192
69095,394572,184,"Erie, PA",msa,PA,2006-06-30,109739.96134339832
69170,394553,263,"East Stroudsburg, PA",msa,PA,2006-06-30,189541.15524914264
69180,395125,273,"State College, PA",msa,PA,2006-06-30,169616.15242058202
69184,394453,277,"Chambersburg, PA",msa,PA,2006-06-30,195035.763655458
69212,394783,306,"Lebanon, PA",msa,PA,2006-06-30,163272.33306518212
69228,394727,322,"Johnstown, PA",msa,PA,2006-06-30,98537.7304133863
69245,394321,340,"Altoona, PA",msa,PA,2006-06-30,127151.6552884118
69263,395225,359,"Williamsport, PA",msa,PA,2006-06-30,140146.04922968065
69286,394630,382,"Gettysburg, PA",msa,PA,2006-06-30,187762.1790348009
69329,394907,427,"New Castle, PA",msa,PA,2006-06-30,94771.24266137234
69333,394847,431,"Meadville, PA",msa,PA,2006-06-30,90339.35012492623
69341,394395,439,"Bloomsburg, PA",msa,PA,2006-06-30,161726.9636912342
69352,394541,450,"DuBois, PA",msa,PA,2006-06-30,88048.79497445245
69494,394933,597,"Oil City, PA",msa,PA,2006-06-30,77946.61498638515
69817,394974,7,"Philadelphia, PA",msa,PA,2006-07-31,235718.09953246987
69837,394982,27,"Pittsburgh, PA",msa,PA,2006-07-31,115551.4240125502
69879,394318,70,"Allentown, PA",msa,PA,2006-07-31,218224.06160424495
69906,394666,99,"Harrisburg, PA",msa,PA,2006-07-31,165619.00931619862
69908,395075,101,"Scranton, PA",msa,PA,2006-07-31,122222.26814390998
69911,394768,104,"Lancaster, PA",msa,PA,2006-07-31,195875.89090846016
69929,395244,122,"York, PA",msa,PA,2006-07-31,186447.98331992223
69935,395015,128,"Reading, PA",msa,PA,2006-07-31,168571.93029718203
69990,394572,184,"Erie, PA",msa,PA,2006-07-31,110091.0754218276
70065,394553,263,"East Stroudsburg, PA",msa,PA,2006-07-31,189860.33078447316
70075,395125,273,"State College, PA",msa,PA,2006-07-31,170022.45495458867
70079,394453,277,"Chambersburg, PA",msa,PA,2006-07-31,196901.1356025139
70107,394783,306,"Lebanon, PA",msa,PA,2006-07-31,163792.35030520597
70123,394727,322,"Johnstown, PA",msa,PA,2006-07-31,98445.46811832936
70140,394321,340,"Altoona, PA",msa,PA,2006-07-31,127741.29723538816
70158,395225,359,"Williamsport, PA",msa,PA,2006-07-31,140427.13174806663
70181,394630,382,"Gettysburg, PA",msa,PA,2006-07-31,190107.6841743896
70224,394907,427,"New Castle, PA",msa,PA,2006-07-31,94631.0574387706
70228,394847,431,"Meadville, PA",msa,PA,2006-07-31,90672.49171468844
70236,394395,439,"Bloomsburg, PA",msa,PA,2006-07-31,162166.37600924587
70247,394541,450,"DuBois, PA",msa,PA,2006-07-31,88245.5104961979
70389,394933,597,"Oil City, PA",msa,PA,2006-07-31,78129.9535055707
70712,394974,7,"Philadelphia, PA",msa,PA,2006-08-31,236854.7587309044
70732,394982,27,"Pittsburgh, PA",msa,PA,2006-08-31,115644.3246521438
70774,394318,70,"Allentown, PA",msa,PA,2006-08-31,219794.59076615315
70801,394666,99,"Harrisburg, PA",msa,PA,2006-08-31,166893.20113682488
70803,395075,101,"Scranton, PA",msa,PA,2006-08-31,122779.88303854164
70806,394768,104,"Lancaster, PA",msa,PA,2006-08-31,197161.98518671267
70824,395244,122,"York, PA",msa,PA,2006-08-31,188475.72934975068
70830,395015,128,"Reading, PA",msa,PA,2006-08-31,170259.37602901203
70885,394572,184,"Erie, PA",msa,PA,2006-08-31,110279.83489395422
70960,394553,263,"East Stroudsburg, PA",msa,PA,2006-08-31,189959.3236374845
70970,395125,273,"State College, PA",msa,PA,2006-08-31,170950.68614568398
70974,394453,277,"Chambersburg, PA",msa,PA,2006-08-31,198783.2828229709
71002,394783,306,"Lebanon, PA",msa,PA,2006-08-31,164571.65430083414
71018,394727,322,"Johnstown, PA",msa,PA,2006-08-31,98663.5876809683
71035,394321,340,"Altoona, PA",msa,PA,2006-08-31,127961.92914166117
71053,395225,359,"Williamsport, PA",msa,PA,2006-08-31,140918.18892760854
71076,394630,382,"Gettysburg, PA",msa,PA,2006-08-31,192104.11416923
71119,394907,427,"New Castle, PA",msa,PA,2006-08-31,94518.19791487831
71123,394847,431,"Meadville, PA",msa,PA,2006-08-31,90875.27952865588
71131,394395,439,"Bloomsburg, PA",msa,PA,2006-08-31,162860.9656735741
71142,394541,450,"DuBois, PA",msa,PA,2006-08-31,88683.32517750906
71284,394933,597,"Oil City, PA",msa,PA,2006-08-31,78376.04641866482
71607,394974,7,"Philadelphia, PA",msa,PA,2006-09-30,237504.5124525753
71627,394982,27,"Pittsburgh, PA",msa,PA,2006-09-30,115608.40728806567
71669,394318,70,"Allentown, PA",msa,PA,2006-09-30,220757.64466093815
71696,394666,99,"Harrisburg, PA",msa,PA,2006-09-30,167949.56012071192
71698,395075,101,"Scranton, PA",msa,PA,2006-09-30,123473.54694769096
71701,394768,104,"Lancaster, PA",msa,PA,2006-09-30,198011.2864794277
71719,395244,122,"York, PA",msa,PA,2006-09-30,189981.2730980805
71725,395015,128,"Reading, PA",msa,PA,2006-09-30,171678.84745968008
71780,394572,184,"Erie, PA",msa,PA,2006-09-30,110495.5791799909
71855,394553,263,"East Stroudsburg, PA",msa,PA,2006-09-30,190588.83558219927
71865,395125,273,"State College, PA",msa,PA,2006-09-30,171698.01094798328
71869,394453,277,"Chambersburg, PA",msa,PA,2006-09-30,200421.51681038144
71897,394783,306,"Lebanon, PA",msa,PA,2006-09-30,165597.51954113122
71913,394727,322,"Johnstown, PA",msa,PA,2006-09-30,98916.184607754
71930,394321,340,"Altoona, PA",msa,PA,2006-09-30,127854.8485856565
71948,395225,359,"Williamsport, PA",msa,PA,2006-09-30,141549.15293217424
71971,394630,382,"Gettysburg, PA",msa,PA,2006-09-30,193368.4020407074
72014,394907,427,"New Castle, PA",msa,PA,2006-09-30,94504.72429356536
72018,394847,431,"Meadville, PA",msa,PA,2006-09-30,91181.74590110451
72026,394395,439,"Bloomsburg, PA",msa,PA,2006-09-30,163614.6979790269
72037,394541,450,"DuBois, PA",msa,PA,2006-09-30,89398.03263563571
72179,394933,597,"Oil City, PA",msa,PA,2006-09-30,78656.87254639642
72502,394974,7,"Philadelphia, PA",msa,PA,2006-10-31,237840.52441403308
72522,394982,27,"Pittsburgh, PA",msa,PA,2006-10-31,115666.31919116384
72564,394318,70,"Allentown, PA",msa,PA,2006-10-31,221550.14894318476
72591,394666,99,"Harrisburg, PA",msa,PA,2006-10-31,168819.0625497169
72593,395075,101,"Scranton, PA",msa,PA,2006-10-31,124331.00845866214
72596,394768,104,"Lancaster, PA",msa,PA,2006-10-31,198896.53904091523
72614,395244,122,"York, PA",msa,PA,2006-10-31,190886.5366002835
72620,395015,128,"Reading, PA",msa,PA,2006-10-31,173196.06254957433
72675,394572,184,"Erie, PA",msa,PA,2006-10-31,110644.74456138886
72750,394553,263,"East Stroudsburg, PA",msa,PA,2006-10-31,191427.27325920996
72760,395125,273,"State College, PA",msa,PA,2006-10-31,172272.3934154772
72764,394453,277,"Chambersburg, PA",msa,PA,2006-10-31,201729.61472598297
72792,394783,306,"Lebanon, PA",msa,PA,2006-10-31,166513.14815479677
72808,394727,322,"Johnstown, PA",msa,PA,2006-10-31,99466.87005164276
72825,394321,340,"Altoona, PA",msa,PA,2006-10-31,128057.87422549102
72843,395225,359,"Williamsport, PA",msa,PA,2006-10-31,142395.64288367436
72866,394630,382,"Gettysburg, PA",msa,PA,2006-10-31,194464.9088199144
72909,394907,427,"New Castle, PA",msa,PA,2006-10-31,94692.82602530273
72913,394847,431,"Meadville, PA",msa,PA,2006-10-31,91569.35306244984
72921,394395,439,"Bloomsburg, PA",msa,PA,2006-10-31,164316.60149869855
72932,394541,450,"DuBois, PA",msa,PA,2006-10-31,90109.32129506936
73074,394933,597,"Oil City, PA",msa,PA,2006-10-31,78977.27680760507
73397,394974,7,"Philadelphia, PA",msa,PA,2006-11-30,237912.50181382263
73417,394982,27,"Pittsburgh, PA",msa,PA,2006-11-30,115802.39907930496
73459,394318,70,"Allentown, PA",msa,PA,2006-11-30,222245.43006944787
73486,394666,99,"Harrisburg, PA",msa,PA,2006-11-30,169402.9794056222
73488,395075,101,"Scranton, PA",msa,PA,2006-11-30,125209.70056374684
73491,394768,104,"Lancaster, PA",msa,PA,2006-11-30,199347.75161898395
73509,395244,122,"York, PA",msa,PA,2006-11-30,191642.0939688813
73515,395015,128,"Reading, PA",msa,PA,2006-11-30,174219.0497428126
73570,394572,184,"Erie, PA",msa,PA,2006-11-30,110827.71755164156
73645,394553,263,"East Stroudsburg, PA",msa,PA,2006-11-30,192409.88641107068
73655,395125,273,"State College, PA",msa,PA,2006-11-30,172479.68280781843
73659,394453,277,"Chambersburg, PA",msa,PA,2006-11-30,202625.3382035001
73687,394783,306,"Lebanon, PA",msa,PA,2006-11-30,167207.49681365714
73703,394727,322,"Johnstown, PA",msa,PA,2006-11-30,99865.68157260252
73720,394321,340,"Altoona, PA",msa,PA,2006-11-30,128248.67704356088
73738,395225,359,"Williamsport, PA",msa,PA,2006-11-30,143022.29348963508
73761,394630,382,"Gettysburg, PA",msa,PA,2006-11-30,195543.47323182452
73804,394907,427,"New Castle, PA",msa,PA,2006-11-30,94994.09263776364
73808,394847,431,"Meadville, PA",msa,PA,2006-11-30,91815.9864281864
73816,394395,439,"Bloomsburg, PA",msa,PA,2006-11-30,165016.1478079077
73827,394541,450,"DuBois, PA",msa,PA,2006-11-30,90803.25541889328
73969,394933,597,"Oil City, PA",msa,PA,2006-11-30,79213.74391813709
74292,394974,7,"Philadelphia, PA",msa,PA,2006-12-31,237801.51625525995
74312,394982,27,"Pittsburgh, PA",msa,PA,2006-12-31,115973.23720292124
74354,394318,70,"Allentown, PA",msa,PA,2006-12-31,222728.70048732223
74381,394666,99,"Harrisburg, PA",msa,PA,2006-12-31,170083.26176161037
74383,395075,101,"Scranton, PA",msa,PA,2006-12-31,125972.88345279652
74386,394768,104,"Lancaster, PA",msa,PA,2006-12-31,199314.5454409266
74404,395244,122,"York, PA",msa,PA,2006-12-31,191894.03289101436
74410,395015,128,"Reading, PA",msa,PA,2006-12-31,175165.46005690517
74465,394572,184,"Erie, PA",msa,PA,2006-12-31,110898.50836812098
74540,394553,263,"East Stroudsburg, PA",msa,PA,2006-12-31,193357.30217279063
74550,395125,273,"State College, PA",msa,PA,2006-12-31,172885.84448870982
74554,394453,277,"Chambersburg, PA",msa,PA,2006-12-31,203458.6092411961
74582,394783,306,"Lebanon, PA",msa,PA,2006-12-31,167562.67820599154
74598,394727,322,"Johnstown, PA",msa,PA,2006-12-31,100293.20955728165
74615,394321,340,"Altoona, PA",msa,PA,2006-12-31,128670.14540562282
74633,395225,359,"Williamsport, PA",msa,PA,2006-12-31,143552.399918154
74656,394630,382,"Gettysburg, PA",msa,PA,2006-12-31,196671.49706166063
74699,394907,427,"New Castle, PA",msa,PA,2006-12-31,95195.38484445412
74703,394847,431,"Meadville, PA",msa,PA,2006-12-31,92092.2613515731
74711,394395,439,"Bloomsburg, PA",msa,PA,2006-12-31,165677.53513476523
74722,394541,450,"DuBois, PA",msa,PA,2006-12-31,91163.64418386488
74864,394933,597,"Oil City, PA",msa,PA,2006-12-31,79431.38530638885
75187,394974,7,"Philadelphia, PA",msa,PA,2007-01-31,237540.71159139168
75207,394982,27,"Pittsburgh, PA",msa,PA,2007-01-31,116114.09129887802
75249,394318,70,"Allentown, PA",msa,PA,2007-01-31,222892.78795259804
75276,394666,99,"Harrisburg, PA",msa,PA,2007-01-31,170716.34336519314
75278,395075,101,"Scranton, PA",msa,PA,2007-01-31,126639.9935240851
75281,394768,104,"Lancaster, PA",msa,PA,2007-01-31,199423.13318864725
75299,395244,122,"York, PA",msa,PA,2007-01-31,192080.50672830705
75305,395015,128,"Reading, PA",msa,PA,2007-01-31,175672.1950865936
75360,394572,184,"Erie, PA",msa,PA,2007-01-31,110973.4971325972
75435,394553,263,"East Stroudsburg, PA",msa,PA,2007-01-31,194398.57441741964
75445,395125,273,"State College, PA",msa,PA,2007-01-31,173698.91431130562
75449,394453,277,"Chambersburg, PA",msa,PA,2007-01-31,204242.72116692585
75477,394783,306,"Lebanon, PA",msa,PA,2007-01-31,167784.59765604578
75493,394727,322,"Johnstown, PA",msa,PA,2007-01-31,100650.6325753494
75510,394321,340,"Altoona, PA",msa,PA,2007-01-31,129171.79609475484
75528,395225,359,"Williamsport, PA",msa,PA,2007-01-31,144052.50565189458
75551,394630,382,"Gettysburg, PA",msa,PA,2007-01-31,197450.93217247905
75594,394907,427,"New Castle, PA",msa,PA,2007-01-31,95472.7344059095
75598,394847,431,"Meadville, PA",msa,PA,2007-01-31,92125.97445536254
75606,394395,439,"Bloomsburg, PA",msa,PA,2007-01-31,166387.88105853563
75617,394541,450,"DuBois, PA",msa,PA,2007-01-31,91421.85642900033
75759,394933,597,"Oil City, PA",msa,PA,2007-01-31,79534.33478643304
76082,394974,7,"Philadelphia, PA",msa,PA,2007-02-28,237428.4206148928
76102,394982,27,"Pittsburgh, PA",msa,PA,2007-02-28,116336.81663360416
76144,394318,70,"Allentown, PA",msa,PA,2007-02-28,223040.4987304016
