city,state_id,state_name,county_name,lat,lng,population,density
Stanley,NC,North Carolina,Gaston,35.3552,-81.0938,3967,568.2
Greendale,IN,Indiana,Dearborn,39.1316,-84.851,3967,270.5
Sagamore,MA,Massachusetts,Barnstable,41.7842,-70.5332,3966,459.8
South Russell,OH,Ohio,Geauga,41.4318,-81.3352,3966,402.3
Dumas,AR,Arkansas,Desha,33.8834,-91.4857,3965,526.9
Meridian,PA,Pennsylvania,Butler,40.8531,-79.9555,3965,543.5
Scandia,MN,Minnesota,Washington,45.254,-92.8278,3965,43.9
Upland,IN,Indiana,Grant,40.4639,-85.5008,3963,487.6
Oregon,IL,Illinois,Ogle,42.0132,-89.3354,3963,794
Mulberry,FL,Florida,Polk,27.9058,-81.9873,3962,247.4
Clifton Knolls-Mill Creek,NY,New York,Saratoga,42.8482,-73.8082,3962,965.7
Puhi,HI,Hawaii,Kauai,21.9622,-159.3917,3961,1720.4
Dupo,IL,Illinois,St. Clair,38.5146,-90.2168,3960,238.8
Coal Valley,IL,Illinois,Rock Island,41.4416,-90.4462,3959,482.8
Dillon,MT,Montana,Beaverhead,45.218,-112.6345,3958,805.1
Ely,NV,Nevada,White Pine,39.265,-114.8708,3957,200.4
Trevose,PA,Pennsylvania,Bucks,40.1509,-74.982,3957,2163.3
Del Mar,CA,California,San Diego,32.9635,-117.2624,3956,889.6
Bella Vista,CA,California,Shasta,40.6427,-122.246,3955,57.7
Mineral Ridge,OH,Ohio,Trumbull,41.1385,-80.7672,3955,428.6
Laurel,DE,Delaware,Sussex,38.5691,-75.5689,3954,551
North Pembroke,MA,Massachusetts,Plymouth,42.0989,-70.7823,3954,341.2
Waynesburg,PA,Pennsylvania,Greene,39.8983,-80.1855,3954,1895.8
Bayou Vista,LA,Louisiana,St. Mary,29.6912,-91.2672,3953,847.2
Dell Rapids,SD,South Dakota,Minnehaha,43.8244,-96.7143,3953,677
Colorado City,TX,Texas,Mitchell,32.3996,-100.8582,3952,286.2
Dorr,MI,Michigan,Allegan,42.727,-85.719,3952,473.7
Cedar Creek,TX,Texas,Bastrop,30.0811,-97.518,3950,84.7
La Cienega,NM,New Mexico,Santa Fe,35.5794,-106.113,3948,130.7
Mitchell,IN,Indiana,Lawrence,38.7369,-86.4755,3947,424.1
Carroll Valley,PA,Pennsylvania,Adams,39.7499,-77.3805,3947,283.4
Algood,TN,Tennessee,Putnam,36.2,-85.4468,3944,372.4
Pine Manor,FL,Florida,Lee,26.573,-81.8774,3944,3295.6
Cozad,NE,Nebraska,Dawson,40.8613,-99.9863,3943,582
Woodson Terrace,MO,Missouri,St. Louis,38.7286,-90.36,3943,1965.3
Lancaster,KY,Kentucky,Garrard,37.6148,-84.5815,3943,667.6
Gardnertown,NY,New York,Orange,41.5328,-74.0595,3943,315.5
St. James,MO,Missouri,Phelps,38.0013,-91.6154,3942,356.2
Bystrom,CA,California,Stanislaus,37.6198,-120.9813,3941,2797.6
Leland,MS,Mississippi,Washington,33.4051,-90.8909,3939,424.4
Marshall,IL,Illinois,Clark,39.3986,-87.69,3939,414.6
Oaklyn,NJ,New Jersey,Camden,39.9023,-75.0813,3937,2423.3
Valdez,AK,Alaska,Chugach,61.0963,-146.2596,3935,7.1
West Bradenton,FL,Florida,Manatee,27.5016,-82.6146,3935,1167.8
Golden Beach,MD,Maryland,St. Mary's,38.49,-76.7019,3933,400.6
Metzger,OR,Oregon,Washington,45.4493,-122.7621,3932,1997.7
Madeira Beach,FL,Florida,Pinellas,27.7985,-82.7887,3931,1545.8
St. Joseph,IL,Illinois,Champaign,40.114,-88.0354,3931,728.8
Indian Head,MD,Maryland,Charles,38.5987,-77.1555,3931,1234.1
Citronelle,AL,Alabama,Mobile,31.0952,-88.2467,3930,58.6
Windber,PA,Pennsylvania,Somerset,40.2355,-78.8247,3930,771.1
Madill,OK,Oklahoma,Marshall,34.0872,-96.7744,3929,343.4
Montpelier,OH,Ohio,Williams,41.5817,-84.5968,3928,527.6
Heritage Hills,NY,New York,Westchester,41.3398,-73.7016,3927,808.2
Berne,IN,Indiana,Adams,40.6572,-84.9555,3926,655.5
Kittanning,PA,Pennsylvania,Armstrong,40.8279,-79.5233,3926,1521.4
Shenandoah Farms,VA,Virginia,Warren,38.9752,-78.0482,3926,116.6
Ball,LA,Louisiana,Rapides,31.4188,-92.4084,3926,190.6
Pleasant Hills,MD,Maryland,Harford,39.4861,-76.3908,3925,347.6
Morrison,IL,Illinois,Whiteside,41.8076,-89.9616,3925,601.9
Weston,WV,West Virginia,Lewis,39.0391,-80.4616,3922,779.3
Livingston,TN,Tennessee,Overton,36.3875,-85.3265,3921,232.6
Rosewood Heights,IL,Illinois,Madison,38.8885,-90.0723,3920,905.7
Lyncourt,NY,New York,Onondaga,43.082,-76.1265,3917,1208.3
Lancaster,WI,Wisconsin,Grant,42.8473,-90.7065,3917,502.7
Sullivan City,TX,Texas,Hidalgo,26.2752,-98.5644,3917,421.3
Centerville,MN,Minnesota,Anoka,45.164,-93.054,3916,711.4
Raymond,WI,Wisconsin,Racine,42.8003,-88.0118,3916,42.4
Cedarville,OH,Ohio,Greene,39.7471,-83.8109,3915,1154.9
Pennsburg,PA,Pennsylvania,Montgomery,40.3936,-75.4965,3915,1888.8
Meiners Oaks,CA,California,Ventura,34.4553,-119.2702,3914,619.8
Camden,DE,Delaware,Kent,39.099,-75.5571,3914,403.4
Fairbury,NE,Nebraska,Jefferson,40.1448,-97.1764,3913,595.8
Oakhurst,NJ,New Jersey,Monmouth,40.2607,-74.0263,3912,937.8
Gentry,AR,Arkansas,Benton,36.2571,-94.4908,3912,281.9
Forestdale,MA,Massachusetts,Barnstable,41.6846,-70.5082,3912,396
Williamstown,KY,Kentucky,Grant,38.6415,-84.5675,3909,89.6
Smithton,IL,Illinois,St. Clair,38.4159,-89.9902,3909,335.3
Whitmore Village,HI,Hawaii,Honolulu,21.5119,-158.0274,3909,1657.7
Weston Lakes,TX,Texas,Fort Bend,29.6627,-95.9352,3907,569
Manhasset Hills,NY,New York,Nassau,40.7592,-73.6809,3904,2549.4
Elim,PA,Pennsylvania,Cambria,40.2989,-78.943,3903,755.7
Bayport,MN,Minnesota,Washington,45.0152,-92.7789,3902,869.3
Cisco,TX,Texas,Eastland,32.3848,-98.9805,3901,280.5
Baxter Springs,KS,Kansas,Cherokee,37.0195,-94.7351,3901,478.3
Penrose,CO,Colorado,Fremont,38.4213,-105.0004,3900,84.4
Cresco,IA,Iowa,Howard,43.3718,-92.1163,3899,450.8
Heron Bay,GA,Georgia,Henry,33.3393,-84.1922,3899,333.7
Delmar,MD,Maryland,Wicomico,38.445,-75.5662,3897,885.4
Colonial Beach,VA,Virginia,Westmoreland,38.2567,-76.9777,3895,614.2
Palmer Heights,PA,Pennsylvania,Northampton,40.6907,-75.2671,3894,1297
Caseyville,IL,Illinois,St. Clair,38.6302,-90.0339,3893,206.7
Schnecksville,PA,Pennsylvania,Lehigh,40.6699,-75.6115,3893,536.6
Northumberland,PA,Pennsylvania,Northumberland,40.8966,-76.7933,3892,933.2
Mabank,TX,Texas,Kaufman,32.3685,-96.1138,3892,196.4
Highland Acres,DE,Delaware,Kent,39.1163,-75.5216,3892,1006.9
Baden,PA,Pennsylvania,Beaver,40.6396,-80.2228,3891,664.5
Barrington Hills,IL,Illinois,Cook,42.1399,-88.2034,3890,55.6
Lewisburg,WV,West Virginia,Greenbrier,37.8096,-80.4327,3890,394.9
Parkesburg,PA,Pennsylvania,Chester,39.9593,-75.9177,3889,1183
Carrollton,KY,Kentucky,Carroll,38.6799,-85.1658,3889,737.6
Chinle,AZ,Arizona,Apache,36.1505,-109.5794,3888,92.1
Surf City,NC,North Carolina,Pender,34.4346,-77.5644,3888,197.4
Waikapu,HI,Hawaii,Maui,20.8391,-156.5221,3887,136.2
Warminster Heights,PA,Pennsylvania,Bucks,40.1884,-75.0841,3884,2379.4
Pine Level,AL,Alabama,Autauga,32.5785,-86.4523,3881,59.5
White Bluff,TN,Tennessee,Dickson,36.1005,-87.2117,3879,234.3
Hawaiian Beaches,HI,Hawaii,Hawaii,19.5447,-154.9288,3879,98.4
Irwin,PA,Pennsylvania,Westmoreland,40.325,-79.6996,3878,1789.4
Bellaire,OH,Ohio,Belmont,40.0176,-80.7469,3878,906
Kiel,WI,Wisconsin,Manitowoc,43.9167,-88.0266,3878,592.3
Florence,CO,Colorado,Fremont,38.3836,-105.1114,3874,349.8
Dawsonville,GA,Georgia,Dawson,34.4362,-84.125,3871,174
Zelienople,PA,Pennsylvania,Butler,40.7886,-80.1428,3870,727.9
Tangerine,FL,Florida,Orange,28.759,-81.6341,3870,326.5
Woodbridge,CA,California,San Joaquin,38.1692,-121.3113,3870,495.7
Emerald Isle,NC,North Carolina,Carteret,34.6648,-77.0292,3870,303.5
Hephzibah,GA,Georgia,Richmond,33.2906,-82.0994,3869,76.7
Clifton,AZ,Arizona,Greenlee,33.0249,-109.2883,3869,101.9
Prestonsburg,KY,Kentucky,Floyd,37.6819,-82.7661,3868,101.6
Mojave,CA,California,Kern,35.0139,-118.1896,3865,25.6
Rosemont,IL,Illinois,Cook,41.989,-87.8718,3864,832.3
Manning,SC,South Carolina,Clarendon,33.6933,-80.2167,3862,508.1
Woodlawn,OH,Ohio,Hamilton,39.2556,-84.471,3862,583.5
Rosemont,PA,Pennsylvania,Montgomery,40.0306,-75.327,3861,1816.7
Frackville,PA,Pennsylvania,Schuylkill,40.7833,-76.2329,3861,2506.7
Pulaski,WI,Wisconsin,Brown,44.6684,-88.2351,3861,525.4
French Camp,CA,California,San Joaquin,37.8803,-121.2803,3860,481.7
Thompsonville,PA,Pennsylvania,Washington,40.2802,-80.1205,3859,720.2
South Blooming Grove,NY,New York,Orange,41.3735,-74.179,3858,318.5
Forsyth,IL,Illinois,Macon,39.9259,-88.9641,3856,475.6
Southern Shops,SC,South Carolina,Spartanburg,34.9846,-81.9934,3856,417.7
Nichols Hills,OK,Oklahoma,Oklahoma,35.5468,-97.5445,3854,754.5
Ravenswood,WV,West Virginia,Jackson,38.9561,-81.7619,3853,818.6
Deephaven,MN,Minnesota,Hennepin,44.9318,-93.5293,3852,639.6
Norwood Young America,MN,Minnesota,Carver,44.7721,-93.9192,3852,603.5
Nash,TX,Texas,Bowie,33.4423,-94.1345,3851,332.3
Loch Lomond,VA,Virginia,Prince William,38.7812,-77.4817,3851,2069.2
Avenue B and C,AZ,Arizona,Yuma,32.7192,-114.6598,3850,2033.6
Clyde,TX,Texas,Callahan,32.4056,-99.5039,3850,452.7
Rocky Ford,CO,Colorado,Otero,38.0499,-103.7225,3850,885.5
Lordship,CT,Connecticut,Greater Bridgeport,41.1533,-73.1197,3850,1775.7
Shrewsbury,PA,Pennsylvania,York,39.7714,-76.6799,3849,822.1
Knox,IN,Indiana,Starke,41.291,-86.6212,3847,375.4
Richwood,LA,Louisiana,Ouachita,32.4485,-92.0773,3847,590.4
Auburn Lake Trails,CA,California,El Dorado,38.8916,-120.9849,3846,116.7
Emigsville,PA,Pennsylvania,York,40.0077,-76.7303,3846,1082.5
Grayson,KY,Kentucky,Carter,38.3317,-82.9371,3841,534.4
Mogadore,OH,Ohio,Summit,41.0523,-81.3994,3838,691.3
Turners Falls,MA,Massachusetts,Franklin,42.5975,-72.5573,3838,779.5
North Hudson,WI,Wisconsin,St. Croix,44.9973,-92.7564,3837,946
Pomona,NY,New York,Rockland,41.1891,-74.0543,3837,617.7
Roebuck,SC,South Carolina,Spartanburg,34.8789,-81.9646,3837,345.2
Kirtland AFB,NM,New Mexico,Bernalillo,35.0497,-106.5599,3837,271.9
Wonder Lake,IL,Illinois,McHenry,42.3794,-88.3493,3833,298.1
Ainaloa,HI,Hawaii,Hawaii,19.5215,-154.9944,3832,747.3
Tiptonville,TN,Tennessee,Lake,36.3871,-89.4712,3832,446.3
North Cape May,NJ,New Jersey,Cape May,38.9804,-74.9509,3832,737.7
Pine Island,MN,Minnesota,Goodhue,44.1968,-92.6166,3831,246.9
Boardman,OR,Oregon,Morrow,45.8378,-119.6937,3830,367
Kelseyville,CA,California,Lake,38.9704,-122.8328,3828,512.3
Putnam Lake,NY,New York,Putnam,41.4737,-73.5507,3826,324.4
Amberley,OH,Ohio,Hamilton,39.2035,-84.4283,3824,423.9
Boyne City,MI,Michigan,Charlevoix,45.2136,-85.0132,3821,370.3
West Liberty,IA,Iowa,Muscatine,41.5727,-91.2623,3821,834.9
Bunker Hill Village,TX,Texas,Harris,29.7647,-95.5317,3820,1022.9
Booneville,AR,Arkansas,Logan,35.1392,-93.9178,3819,373.9
Copperopolis,CA,California,Calaveras,37.9488,-120.6352,3819,94.6
Marshall,WI,Wisconsin,Dane,43.1726,-89.0613,3818,693.9
Loyola,CA,California,Santa Clara,37.3503,-122.0979,3818,1060.3
Waukon,IA,Iowa,Allamakee,43.2686,-91.4785,3818,519
Juno Beach,FL,Florida,Palm Beach,26.8754,-80.0589,3818,722.8
Laureles,TX,Texas,Cameron,26.1168,-97.4875,3818,307.1
Leisure Village West,NJ,New Jersey,Ocean,40.0104,-74.2806,3817,1218.2
Baldwin,GA,Georgia,Habersham,34.486,-83.5497,3817,293.1
Portland,MI,Michigan,Ionia,42.8697,-84.8991,3816,560.4
Basalt,CO,Colorado,Eagle,39.3663,-107.0413,3815,728.2
Pittsboro,IN,Indiana,Hendricks,39.8705,-86.4654,3814,360.6
Dwight,IL,Illinois,Livingston,41.0983,-88.4249,3814,446.6
Goodland,KS,Kansas,Sherman,39.3489,-101.7143,3813,327.1
McGehee,AR,Arkansas,Desha,33.6278,-91.3953,3812,219.4
Pixley,CA,California,Tulare,35.9785,-119.3003,3811,280.3
Anthony,TX,Texas,El Paso,31.9876,-106.5933,3811,230.2
Williamston,MI,Michigan,Ingham,42.6834,-84.2836,3810,599.6
Tri-City,OR,Oregon,Douglas,42.9894,-123.2999,3810,202.5
Fort Gibson,OK,Oklahoma,Muskogee,35.7763,-95.2602,3810,110.1
Highland-on-the-Lake,NY,New York,Erie,42.7012,-78.9819,3809,721.1
Aledo,IL,Illinois,Mercer,41.199,-90.7459,3808,627.2
Freeland,PA,Pennsylvania,Luzerne,41.0212,-75.8963,3807,2176.9
Hardin,MT,Montana,Big Horn,45.7422,-107.6082,3803,493.8
Bishop,CA,California,Inyo,37.3665,-118.3958,3802,787.6
Unicoi,TN,Tennessee,Unicoi,36.2217,-82.3292,3802,90.7
San Diego,TX,Texas,Duval,27.7609,-98.2389,3801,772
Merchantville,NJ,New Jersey,Camden,39.9502,-75.0504,3800,2472.3
Oneida,TN,Tennessee,Scott,36.5171,-84.5108,3799,156.3
Cockrell Hill,TX,Texas,Dallas,32.7382,-96.8885,3799,2520.4
Red Bud,IL,Illinois,Randolph,38.2096,-89.9989,3798,559
Eldorado,IL,Illinois,Saline,37.8114,-88.4415,3797,585.6
Hahnville,LA,Louisiana,St. Charles,29.9641,-90.4141,3795,263.6
Horicon,WI,Wisconsin,Dodge,43.4454,-88.6403,3793,418.2
Florida Gulf Coast University,FL,Florida,Lee,26.4613,-81.7686,3793,607.4
Malden,MO,Missouri,Dunklin,36.585,-89.9808,3790,175.9
Denver,PA,Pennsylvania,Lancaster,40.2326,-76.1392,3789,1143.6
Rexland Acres,CA,California,Kern,35.3051,-118.997,3788,2814.3
White House Station,NJ,New Jersey,Hunterdon,40.6216,-74.7737,3788,580.6
South Greeley,WY,Wyoming,Laramie,41.0929,-104.8066,3787,876.3
East Sandwich,MA,Massachusetts,Barnstable,41.7365,-70.4341,3787,194.5
Golf Manor,OH,Ohio,Hamilton,39.1878,-84.4469,3786,2519
Wills Point,TX,Texas,Van Zandt,32.7093,-96.0052,3786,398.8
Wyboo,SC,South Carolina,Clarendon,33.5613,-80.2148,3786,97.7
Boonsboro,MD,Maryland,Washington,39.5078,-77.6585,3785,478.7
Santa Venetia,CA,California,Marin,38.0056,-122.5033,3785,398.9
Brentwood,MD,Maryland,Prince George's,38.9439,-76.9571,3782,2793.1
Balmville,NY,New York,Orange,41.5281,-74.0234,3781,689.4
Carter Lake,IA,Iowa,Pottawattamie,41.2884,-95.9171,3780,813.3
Hudson,NC,North Carolina,Caldwell,35.8478,-81.4867,3780,399
Montrose,MN,Minnesota,Wright,45.0669,-93.9203,3779,474
Zumbrota,MN,Minnesota,Goodhue,44.295,-92.6736,3777,510.7
Rochester,WI,Wisconsin,Racine,42.7338,-88.2489,3776,83.7
Oasis,CA,California,Riverside,33.5275,-116.1261,3775,74.3
Stanley,WI,Wisconsin,Chippewa,44.9597,-90.9423,3772,341.5
Harrington,DE,Delaware,Kent,38.9243,-75.5707,3770,534.4
Westhampton,NY,New York,Suffolk,40.8325,-72.6616,3769,115.1
West Nyack,NY,New York,Rockland,41.0907,-73.9714,3768,497.7
Pea Ridge,FL,Florida,Santa Rosa,30.603,-87.1022,3765,518
Clearview,WA,Washington,Snohomish,47.8292,-122.1451,3763,313.1
Benton Heights,MI,Michigan,Berrien,42.1211,-86.4137,3763,376.5
Plainwell,MI,Michigan,Allegan,42.4457,-85.6435,3763,729.3
Three Rivers,OR,Oregon,Deschutes,43.8366,-121.4646,3762,192.9
Lindsborg,KS,Kansas,McPherson,38.5774,-97.6738,3762,792.3
Sloan,NY,New York,Erie,42.8921,-78.7918,3762,1862.3
Houston,MS,Mississippi,Chickasaw,33.8963,-89.0031,3762,196.9
Swansboro,NC,North Carolina,Onslow,34.6957,-77.1367,3759,649.5
Lawrenceville,NJ,New Jersey,Mercer,40.3018,-74.7378,3759,1393.1
Wildwood Lake,TN,Tennessee,Bradley,35.0893,-84.8512,3758,120.8
Loxley,AL,Alabama,Baldwin,30.6812,-87.7416,3757,45.5
Marlboro Meadows,MD,Maryland,Prince George's,38.8374,-76.7144,3757,238.2
Vicksburg,MI,Michigan,Kalamazoo,42.1185,-85.5413,3757,490.8
McLendon-Chisholm,TX,Texas,Rockwall,32.8481,-96.391,3755,115.3
Butte,AK,Alaska,Matanuska-Susitna,61.5539,-149.0035,3752,42.9
Rochester,IL,Illinois,Sangamon,39.7488,-89.5436,3752,547.6
Mount Repose,OH,Ohio,Clermont,39.1907,-84.2197,3752,706.1
Collinsville,CT,Connecticut,Capitol,41.8189,-72.922,3750,462
Georgetown,IN,Indiana,Floyd,38.2954,-85.964,3749,665.2
Alexandria,AL,Alabama,Calhoun,33.7675,-85.8792,3748,130
Village Green,NY,New York,Onondaga,43.1323,-76.3108,3747,1253.7
Tarpey Village,CA,California,Fresno,36.7941,-119.7012,3746,1833.1
Washington,GA,Georgia,Wilkes,33.7355,-82.7426,3742,187.7
Jamestown,CA,California,Tuolumne,37.9574,-120.411,3742,481.2
South Glens Falls,NY,New York,Saratoga,43.2951,-73.6351,3739,1062.7
Oglesby,IL,Illinois,LaSalle,41.2932,-89.071,3739,289.2
Setauket,NY,New York,Suffolk,40.9484,-73.116,3739,573.3
Yellow Springs,OH,Ohio,Greene,39.7987,-83.8904,3739,524.6
Byron,IL,Illinois,Ogle,42.1223,-89.2665,3739,310.5
Umatilla,FL,Florida,Lake,28.9273,-81.665,3738,395.3
Ridgeland,SC,South Carolina,Jasper,32.4681,-80.9178,3737,29.8
North Richmond,CA,California,Contra Costa,37.9641,-122.3711,3734,1037.5
Hohenwald,TN,Tennessee,Lewis,35.5515,-87.5539,3734,273.7
Whitney,SC,South Carolina,Spartanburg,34.9835,-81.926,3734,472.5
Brookmont,MD,Maryland,Montgomery,38.9546,-77.1292,3732,1098.9
Stilwell,OK,Oklahoma,Adair,35.8145,-94.6317,3732,419.7
McCall,ID,Idaho,Valley,44.9076,-116.1124,3731,158.9
Fairbury,IL,Illinois,Livingston,40.746,-88.5158,3731,793.1
St. Anthony,ID,Idaho,Fremont,43.9648,-111.6841,3730,748.1
Montrose,NY,New York,Westchester,41.2425,-73.9424,3728,888.3
Oliver Springs,TN,Tennessee,Anderson,36.0399,-84.3285,3727,249.2
Maiden,NC,North Carolina,Catawba,35.5845,-81.224,3727,232.5
Romeo,MI,Michigan,Macomb,42.8049,-83.0041,3727,701.4
Chandler,IN,Indiana,Warrick,38.0373,-87.3739,3726,493.7
Empire,CA,California,Stanislaus,37.6432,-120.9073,3726,1231.2
San Joaquin,CA,California,Fresno,36.6057,-120.1897,3725,1201.1
Highland Falls,NY,New York,Orange,41.3643,-73.9682,3720,1313.3
Walthourville,GA,Georgia,Liberty,31.7716,-81.6216,3719,373.6
Richfield,OH,Ohio,Summit,41.2354,-81.6421,3719,155.2
Independence,MN,Minnesota,Hennepin,45.0219,-93.7076,3718,44.3
Rosita,TX,Texas,Maverick,28.6244,-100.4287,3717,182.7
Desert Edge,CA,California,Riverside,33.9223,-116.4401,3715,632.6
Edgecliff Village,TX,Texas,Tarrant,32.6561,-97.3406,3715,1203.9
Cotulla,TX,Texas,La Salle,28.4364,-99.2367,3714,713.3
Angels,CA,California,Calaveras,38.0706,-120.5501,3714,394.8
Barnesville,OH,Ohio,Belmont,39.9888,-81.1728,3713,699.2
East Dennis,MA,Massachusetts,Barnstable,41.7392,-70.1577,3711,296.3
Gamewell,NC,North Carolina,Caldwell,35.864,-81.5978,3710,176.7
Nome,AK,Alaska,Nome,64.5213,-165.4053,3710,111.9
Glen Raven,NC,North Carolina,Alamance,36.1246,-79.4649,3710,408.3
Tabor City,NC,North Carolina,Columbus,34.1538,-78.8737,3709,425.9
Farmersville,TX,Texas,Collin,33.1608,-96.3603,3708,348.7
Albia,IA,Iowa,Monroe,41.0268,-92.8038,3705,439.9
Russell,KY,Kentucky,Greenup,38.5116,-82.6996,3704,419.3
Hesston,KS,Kansas,Harvey,38.1401,-97.427,3703,401.1
Greenhills,OH,Ohio,Hamilton,39.267,-84.5194,3703,1149.1
Shingle Springs,CA,California,El Dorado,38.6665,-120.9371,3703,174.4
Wheatland,CA,California,Yuba,39.0287,-121.39,3702,176
Felton,CA,California,Santa Cruz,37.0392,-122.0808,3701,308
Lake Sarasota,FL,Florida,Sarasota,27.2948,-82.4323,3701,2135
Northwoods,MO,Missouri,St. Louis,38.7035,-90.2824,3700,2045.2
Berwyn,PA,Pennsylvania,Chester,40.0396,-75.4439,3700,767.7
Hidden Meadows,CA,California,San Diego,33.2237,-117.1198,3698,216.8
Imlay City,MI,Michigan,Lapeer,43.0171,-83.0771,3698,582.5
Frazer,PA,Pennsylvania,Chester,40.0374,-75.556,3695,674.6
Deer Park,IL,Illinois,Lake,42.1655,-88.0864,3694,390.3
Glenwood Landing,NY,New York,Nassau,40.8295,-73.6378,3694,1471.1
Barron,WI,Wisconsin,Barron,45.4015,-91.8476,3693,489.5
Lowell,NC,North Carolina,Gaston,35.2688,-81.1013,3692,387.9
Kitty Hawk,NC,North Carolina,Dare,36.0717,-75.7184,3690,175.5
Morton,MS,Mississippi,Scott,32.3455,-89.6572,3690,160.3
Troutman,NC,North Carolina,Iredell,35.6873,-80.883,3689,217.4
Indian Rocks Beach,FL,Florida,Pinellas,27.8961,-82.8444,3689,1686.1
Bethlehem,NC,North Carolina,Alexander,35.8162,-81.2962,3688,186.7
South Eliot,ME,Maine,York,43.1287,-70.7952,3686,197.9
Columbus,TX,Texas,Colorado,29.7056,-96.5571,3686,477.9
High Point,FL,Florida,Hernando,28.5475,-82.5206,3685,286.8
La Center,WA,Washington,Clark,45.8601,-122.6756,3685,540.9
Mora,MN,Minnesota,Kanabec,45.8768,-93.2914,3685,275.5
Reamstown,PA,Pennsylvania,Lancaster,40.2113,-76.118,3683,630
Wynantskill,NY,New York,Rensselaer,42.6879,-73.6449,3683,415.9
Harlem,GA,Georgia,Columbia,33.4275,-82.3131,3682,215.8
Vandenberg AFB,CA,California,Santa Barbara,34.7477,-120.519,3681,63.5
North Great River,NY,New York,Suffolk,40.7599,-73.168,3680,604.1
Woodstown,NJ,New Jersey,Salem,39.6503,-75.3251,3680,902.2
Bloomer,WI,Wisconsin,Chippewa,45.1033,-91.4915,3679,482.2
Brices Creek,NC,North Carolina,Craven,35.0505,-77.0844,3678,180.9
Sixteen Mile Stand,OH,Ohio,Hamilton,39.2749,-84.3266,3677,1275.1
Taylor Lake Village,TX,Texas,Harris,29.5765,-95.0561,3677,1266
Jamestown,NC,North Carolina,Guilford,35.9984,-79.9348,3677,473.7
Camuy,PR,Puerto Rico,Camuy,18.4825,-66.8501,3677,1425.4
Middlebury,IN,Indiana,Elkhart,41.6696,-85.7075,3677,321
Southgate,KY,Kentucky,Campbell,39.0631,-84.4715,3677,973.7
Mount Pleasant,UT,Utah,Sanpete,39.5406,-111.456,3676,485.1
Riverview Park,PA,Pennsylvania,Berks,40.3912,-75.9509,3675,1430.9
Wilkesboro,NC,North Carolina,Wilkes,36.1424,-81.174,3674,220.7
Stepney,CT,Connecticut,Greater Bridgeport,41.3256,-73.2674,3674,211.1
Port Vue,PA,Pennsylvania,Allegheny,40.337,-79.872,3673,1250.7
Whitesboro,NY,New York,Oneida,43.124,-75.2967,3673,1351.2
Gooding,ID,Idaho,Gooding,42.9373,-114.7134,3673,934.2
Hudson Bend,TX,Texas,Travis,30.414,-97.928,3672,355.5
Emmetsburg,IA,Iowa,Palo Alto,43.1145,-94.68,3671,373.7
Carefree,AZ,Arizona,Maricopa,33.8234,-111.9161,3671,160.9
Rutherfordton,NC,North Carolina,Rutherford,35.3642,-81.9613,3671,342.1
Camden,TN,Tennessee,Benton,36.0663,-88.1047,3670,249.6
Spencerport,NY,New York,Monroe,43.1882,-77.8067,3670,1025.1
Arcadia,WI,Wisconsin,Trempealeau,44.2486,-91.4916,3669,433.2
Norton,VA,Virginia,Norton,36.9314,-82.6262,3668,189.4
Scissors,TX,Texas,Hidalgo,26.1333,-98.0475,3667,888.1
Holt,AL,Alabama,Tuscaloosa,33.2302,-87.4827,3665,447.3
Hanover,IN,Indiana,Jefferson,38.7133,-85.4725,3665,637
Harrisburg,OR,Oregon,Linn,44.2719,-123.1656,3663,1011.1
Landis,NC,North Carolina,Rowan,35.5477,-80.6113,3663,418.5
South Toms River,NJ,New Jersey,Ocean,39.9418,-74.2087,3662,1221.5
Honea Path,SC,South Carolina,Anderson,34.4476,-82.395,3662,402.4
Groesbeck,TX,Texas,Limestone,31.5259,-96.5284,3661,325.5
Long Prairie,MN,Minnesota,Todd,45.9775,-94.863,3661,514.7
North Brooksville,FL,Florida,Hernando,28.5731,-82.3744,3661,216.8
Eastover,NC,North Carolina,Cumberland,35.0959,-78.7862,3659,124.7
Austin,AR,Arkansas,Lonoke,35.0058,-91.9895,3659,456.3
Manila,AR,Arkansas,Mississippi,35.8847,-90.1652,3659,364.8
Buckner,KY,Kentucky,Oldham,38.3903,-85.4535,3658,163.5
Richwood,NJ,New Jersey,Gloucester,39.7139,-75.1731,3656,159.4
Comerío,PR,Puerto Rico,Comerío,18.22,-66.2246,3656,3136.2
Thomasville,AL,Alabama,Clarke,31.911,-87.7419,3656,161.7
Santa Rita Ranch,TX,Texas,Williamson,30.6642,-97.8328,3655,356.9
Stanford,KY,Kentucky,Lincoln,37.5331,-84.6602,3654,294.4
Lake Holm,WA,Washington,King,47.2985,-122.1335,3653,168.7
Minoa,NY,New York,Onondaga,43.0742,-76.0083,3652,1067.5
Wallace,FL,Florida,Santa Rosa,30.6746,-87.1996,3652,119.9
Leo-Cedarville,IN,Indiana,Allen,41.2199,-85.0193,3649,378.3
Vineyards,FL,Florida,Collier,26.2279,-81.728,3649,720.2
Brown Station,MD,Maryland,Prince George's,38.8539,-76.7978,3648,228.4
Hemlock Farms,PA,Pennsylvania,Pike,41.3157,-75.0515,3647,182.7
East Basin,UT,Utah,Summit,40.7359,-111.4708,3646,156.4
Cedar Springs,MI,Michigan,Kent,43.2201,-85.5535,3646,718.2
Mountain Green,UT,Utah,Morgan,41.1476,-111.7901,3646,260.1
Chipley,FL,Florida,Washington,30.7752,-85.5406,3644,319.6
