city,state_id,state_name,county_name,lat,lng,population,density
Suquamish,WA,Washington,Kitsap,47.7238,-122.583,4329,244.6
Hampton,IA,Iowa,Franklin,42.742,-93.205,4328,377.7
Tarentum,PA,Pennsylvania,Allegheny,40.6043,-79.7602,4328,1358.6
Wadena,MN,Minnesota,Wadena,46.445,-95.1285,4328,310.8
El Jebel,CO,Colorado,Eagle,39.405,-107.0921,4328,315
Rogersville,MO,Missouri,Greene,37.1148,-93.0742,4326,446
Adamsville,AL,Alabama,Jefferson,33.6073,-86.974,4325,63.7
Georgetown,OH,Ohio,Brown,38.8684,-83.8992,4323,401.8
Montauk,NY,New York,Suffolk,41.0466,-71.9465,4322,90.3
North Braddock,PA,Pennsylvania,Allegheny,40.4023,-79.8533,4320,1117.7
Dyersville,IA,Iowa,Dubuque,42.4818,-91.1178,4318,243.3
Pocomoke City,MD,Maryland,Worcester,38.0635,-75.5553,4318,440.2
Medford,WI,Wisconsin,Taylor,45.1365,-90.3436,4317,370.8
Chula Vista,TX,Texas,Maverick,28.6573,-100.422,4317,503.6
Friendship Heights Village,MD,Maryland,Montgomery,38.9633,-77.0898,4315,7695
Mauston,WI,Wisconsin,Juneau,43.7995,-90.0775,4311,372.4
Jasper,FL,Florida,Hamilton,30.5061,-82.954,4310,387.1
Parker,FL,Florida,Bay,30.1289,-85.6008,4309,870.4
Reedsport,OR,Oregon,Douglas,43.6983,-124.1121,4307,803.3
Sykesville,MD,Maryland,Carroll,39.3716,-76.9716,4305,1039.9
Hunter,OH,Ohio,Warren,39.494,-84.2852,4304,768.3
Huber Ridge,OH,Ohio,Franklin,40.0909,-82.9174,4302,1586.4
Union Mill,VA,Virginia,Fairfax,38.7978,-77.3815,4302,166.3
Normandy,MO,Missouri,St. Louis,38.7071,-90.3009,4301,896.1
The College of New Jersey,NJ,New Jersey,Mercer,40.2689,-74.7764,4299,3880.4
Hometown,IL,Illinois,Cook,41.7312,-87.7311,4299,3466
Lamar,MO,Missouri,Barton,37.4945,-94.2791,4298,318.3
Boalsburg,PA,Pennsylvania,Centre,40.7783,-77.7734,4298,286.2
Pearl River,MS,Mississippi,Neshoba,32.7889,-89.2384,4298,53.5
Pocola,OK,Oklahoma,Le Flore,35.2455,-94.4775,4297,54.7
Arabi,LA,Louisiana,St. Bernard,29.9562,-89.9986,4296,945.2
Belleair,FL,Florida,Pinellas,27.9365,-82.8114,4295,957.8
Caro,MI,Michigan,Tuscola,43.4891,-83.4025,4294,563.1
Waverly,NE,Nebraska,Lancaster,40.9111,-96.5341,4289,681.9
Denair,CA,California,Stanislaus,37.5254,-120.7974,4289,1008.4
Shenandoah,PA,Pennsylvania,Schuylkill,40.8167,-76.2003,4288,1095.8
Buckingham,FL,Florida,Lee,26.6613,-81.7402,4288,92
Brittany Farms-The Highlands,PA,Pennsylvania,Bucks,40.269,-75.214,4286,1388.6
Mount Olive,NC,North Carolina,Wayne,35.1997,-78.0662,4286,604.3
Whiteriver,AZ,Arizona,Navajo,33.8358,-109.9616,4284,105.4
Waverly,TN,Tennessee,Humphreys,36.0939,-87.7847,4284,189.8
Peotone,IL,Illinois,Will,41.3308,-87.7956,4283,820.3
Slatington,PA,Pennsylvania,Lehigh,40.7543,-75.6114,4283,1251.9
Malmstrom AFB,MT,Montana,Cascade,47.5059,-111.1825,4281,323.7
Farrell,PA,Pennsylvania,Mercer,41.2112,-80.4971,4280,729.9
Baldwin,WI,Wisconsin,St. Croix,44.954,-92.3709,4280,513
Canton,TX,Texas,Van Zandt,32.5546,-95.8641,4279,268.1
Whiteland,IN,Indiana,Johnson,39.5505,-86.0739,4278,301.9
Nellis AFB,NV,Nevada,Clark,36.2466,-115.0571,4278,602.9
Paintsville,KY,Kentucky,Johnson,37.8163,-82.8089,4277,249.2
Westville,NJ,New Jersey,Gloucester,39.8704,-75.1302,4276,1612.7
Buchanan,MI,Michigan,Berrien,41.8283,-86.3656,4276,654.5
Saukville,WI,Wisconsin,Ozaukee,43.3847,-87.9439,4274,466.2
Rosedale,WA,Washington,Pierce,47.3452,-122.6369,4273,363.5
Winter Beach,FL,Florida,Indian River,27.712,-80.4254,4273,239.8
Nelsonville,OH,Ohio,Athens,39.4561,-82.2211,4269,352.3
Chelan,WA,Washington,Chelan,47.8415,-120.0262,4269,245.9
Bradley Beach,NJ,New Jersey,Monmouth,40.2018,-74.0128,4268,2699.4
National Harbor,MD,Maryland,Prince George's,38.7876,-77.0113,4268,1293.4
Esperance,WA,Washington,Snohomish,47.7937,-122.3469,4268,2276.1
Fayette,AL,Alabama,Fayette,33.6943,-87.8307,4266,192.7
Indian River Shores,FL,Florida,Indian River,27.7084,-80.3851,4266,321.5
French Island,WI,Wisconsin,La Crosse,43.8593,-91.2614,4266,814.5
Wiggins,MS,Mississippi,Stone,30.8557,-89.1386,4266,153.2
Danville,PA,Pennsylvania,Montour,40.9615,-76.6121,4265,1058.7
Ashdown,AR,Arkansas,Little River,33.6746,-94.1265,4264,230.7
Medford Lakes,NJ,New Jersey,Burlington,39.8581,-74.8053,4263,1444.2
Woodruff,SC,South Carolina,Spartanburg,34.7421,-82.0371,4262,324.3
Gaylord,MI,Michigan,Otsego,45.0208,-84.6809,4261,321.1
Highland Beach,FL,Florida,Palm Beach,26.4087,-80.0661,4261,3065.3
Sinking Spring,PA,Pennsylvania,Berks,40.3242,-76.0235,4261,1326
Lonoke,AR,Arkansas,Lonoke,34.7906,-91.9072,4261,342.2
Chalfont,PA,Pennsylvania,Bucks,40.2893,-75.2095,4259,1016.1
Anna,IL,Illinois,Union,37.4612,-89.2388,4259,447.2
Middleville,MI,Michigan,Barry,42.7138,-85.4693,4259,673.9
Euharlee,GA,Georgia,Bartow,34.1441,-84.9327,4258,304.2
Osawatomie,KS,Kansas,Miami,38.5063,-94.9486,4256,312.9
Forest City,IA,Iowa,Winnebago,43.257,-93.6366,4254,357.5
Singac,NJ,New Jersey,Passaic,40.8849,-74.2431,4253,3574.5
Bristow,OK,Oklahoma,Creek,35.8336,-96.3944,4253,474.9
Sharpsville,PA,Pennsylvania,Mercer,41.2595,-80.4813,4249,1179.4
Fayetteville,NY,New York,Onondaga,43.0308,-75.9984,4248,945.6
West Peoria,IL,Illinois,Peoria,40.697,-89.6399,4248,778.9
Sparta,MI,Michigan,Kent,43.1571,-85.7106,4247,642.6
Southside,AR,Arkansas,Independence,35.7149,-91.6328,4247,166.4
Helena Valley Northeast,MT,Montana,Lewis and Clark,46.6974,-111.9428,4245,30.8
Boyertown,PA,Pennsylvania,Berks,40.3322,-75.6375,4244,2119
Sullivan,IN,Indiana,Sullivan,39.0973,-87.4074,4243,873.8
Forty Fort,PA,Pennsylvania,Luzerne,41.2846,-75.869,4242,1254.6
Mount Pleasant,PA,Pennsylvania,Westmoreland,40.1509,-79.5434,4242,1636
Larksville,PA,Pennsylvania,Luzerne,41.2639,-75.9327,4240,349
Elmira Heights,NY,New York,Chemung,42.1267,-76.8254,4239,1427.7
Russell,KS,Kansas,Russell,38.8874,-98.8514,4238,336.9
Laureldale,PA,Pennsylvania,Berks,40.3897,-75.9134,4238,2021.2
Greenfield,OH,Ohio,Highland,39.3536,-83.3883,4237,784.4
Fort McKinley,OH,Ohio,Montgomery,39.8027,-84.246,4236,1225.3
Holly Ridge,NC,North Carolina,Onslow,34.4953,-77.527,4236,386.9
Geneva,AL,Alabama,Geneva,31.0437,-85.8763,4235,103
Greencastle,PA,Pennsylvania,Franklin,39.7907,-77.7267,4235,1030
Samoset,FL,Florida,Manatee,27.4764,-82.543,4235,1110.8
Ho-Ho-Kus,NJ,New Jersey,Bergen,41.0001,-74.0972,4234,939.8
Jacksonwald,PA,Pennsylvania,Berks,40.3279,-75.8414,4229,925
Eastwood,LA,Louisiana,Bossier,32.5607,-93.5625,4229,257.2
Aldan,PA,Pennsylvania,Delaware,39.9224,-75.2881,4226,2734.4
Newport,SC,South Carolina,York,34.9833,-81.0992,4226,202.7
Fox Farm-College,WY,Wyoming,Laramie,41.1105,-104.7871,4226,541.6
Herricks,NY,New York,Nassau,40.7567,-73.6635,4225,2847.2
Paxton,IL,Illinois,Ford,40.4563,-88.102,4225,537.4
Sheffield,OH,Ohio,Lorain,41.4559,-82.0912,4225,151.8
Mount Olive,AL,Alabama,Jefferson,33.6778,-86.8727,4224,175.4
Fetters Hot Springs-Agua Caliente,CA,California,Sonoma,38.3274,-122.4871,4224,1116.3
University Center,VA,Virginia,Loudoun,39.0599,-77.4443,4223,1775.6
Springville,NY,New York,Erie,42.5084,-78.6696,4223,443
Ashburn,GA,Georgia,Turner,31.7096,-83.6528,4223,343.6
Broken Bow,OK,Oklahoma,McCurtain,34.0292,-94.7426,4222,265
Spring Valley Village,TX,Texas,Harris,29.7898,-95.5041,4222,1341.2
Charleroi,PA,Pennsylvania,Washington,40.1384,-79.9002,4222,2138.9
Bethel,WA,Washington,Kitsap,47.4874,-122.6175,4220,515.4
Aumsville,OR,Oregon,Marion,44.8462,-122.87,4219,1443.1
Lyons,GA,Georgia,Toombs,32.2062,-82.3215,4219,201.8
Mills,WY,Wyoming,Natrona,42.8473,-106.383,4218,319.8
Spindale,NC,North Carolina,Rutherford,35.3597,-81.9232,4218,301.2
Moon Lake,FL,Florida,Pasco,28.2993,-82.605,4214,271.7
Cannon Falls,MN,Minnesota,Goodhue,44.5122,-92.9034,4214,360.9
Ellenville,NY,New York,Ulster,41.7009,-74.3609,4213,187.1
Jacksboro,TX,Texas,Jack,33.2256,-98.1594,4213,225.1
Kutztown,PA,Pennsylvania,Berks,40.5212,-75.7772,4213,1016.4
Shallotte,NC,North Carolina,Brunswick,33.9768,-78.3803,4213,176
Venersborg,WA,Washington,Clark,45.786,-122.4721,4212,152
Lawrenceville,IL,Illinois,Lawrence,38.7264,-87.6873,4210,751.3
Le Sueur,MN,Minnesota,Le Sueur,44.4702,-93.9026,4210,312.7
Lincoln,ND,North Dakota,Burleigh,46.7688,-100.6978,4209,1047.8
Comanche,TX,Texas,Comanche,31.9005,-98.6043,4208,356.2
Suncoast Estates,FL,Florida,Lee,26.7123,-81.8684,4208,597.2
Rockwell,AR,Arkansas,Garland,34.4636,-93.134,4205,496.1
Clarion,PA,Pennsylvania,Clarion,41.2106,-79.3803,4205,1031.2
Amity Gardens,PA,Pennsylvania,Berks,40.2718,-75.7321,4204,1367.1
Chariton,IA,Iowa,Lucas,41.0175,-93.3097,4203,430.6
Freeburg,IL,Illinois,St. Clair,38.4397,-89.9169,4203,236.9
Hutchinson Island South,FL,Florida,St. Lucie,27.3243,-80.2425,4203,376.9
Trenton,TN,Tennessee,Gibson,35.9689,-88.945,4202,201.9
Monte Vista,CO,Colorado,Rio Grande,37.5789,-106.1499,4201,615
Bellville,TX,Texas,Austin,29.9472,-96.2598,4200,610.6
Apison,TN,Tennessee,Hamilton,35.0104,-85.0142,4199,100.2
Longview Heights,WA,Washington,Cowlitz,46.1794,-122.9568,4199,389.7
Candelaria Arenas,PR,Puerto Rico,Toa Baja,18.4175,-66.2203,4199,1624.2
Brownsville,LA,Louisiana,Ouachita,32.4883,-92.1619,4198,466.5
Aguilita,PR,Puerto Rico,Juana Díaz,18.0284,-66.533,4197,1806
Akwesasne,NY,New York,Franklin,44.9647,-74.6664,4196,38.9
Laguna Beach,FL,Florida,Bay,30.2549,-85.9512,4194,645.6
McGovern,PA,Pennsylvania,Washington,40.2362,-80.2268,4194,703.3
Florida,PR,Puerto Rico,Florida,18.3643,-66.5611,4193,1071.7
Wamego,KS,Kansas,Pottawatomie,39.2054,-96.3099,4190,644.2
Jefferson,IA,Iowa,Greene,42.0173,-94.3799,4190,268.9
Sunset Beach,NC,North Carolina,Brunswick,33.892,-78.5107,4189,232.1
East Village,CT,Connecticut,Greater Bridgeport,41.3612,-73.1845,4189,248.5
Pantops,VA,Virginia,Albemarle,38.0316,-78.4437,4189,695.3
Slaughterville,OK,Oklahoma,Cleveland,35.091,-97.2881,4187,41.8
Battle Mountain,NV,Nevada,Lander,40.6299,-116.9518,4187,264.5
West Jefferson,OH,Ohio,Madison,39.9475,-83.3076,4186,163
Sebring,OH,Ohio,Mahoning,40.9207,-81.0231,4185,647.6
Franklin,NC,North Carolina,Macon,35.1798,-83.3809,4184,329.9
Church Point,LA,Louisiana,Acadia,30.4037,-92.2145,4182,557.9
Holloman AFB,NM,New Mexico,Otero,32.8483,-106.0998,4182,128.6
De Motte,IN,Indiana,Jasper,41.1988,-87.1973,4182,450.3
Cedar Knolls,NJ,New Jersey,Morris,40.8199,-74.4551,4181,785.2
Columbus,MN,Minnesota,Anoka,45.2685,-93.0809,4180,36
Cold Spring,MN,Minnesota,Stearns,45.457,-94.4297,4180,575.5
Farmers Loop,AK,Alaska,Fairbanks North Star,64.9061,-147.6957,4179,74
Surfside Beach,SC,South Carolina,Horry,33.6093,-78.9772,4179,828.2
Country Lake Estates,NJ,New Jersey,Burlington,39.9486,-74.5409,4179,1416.7
Jasper,GA,Georgia,Pickens,34.471,-84.4497,4177,188.5
Lisbon Falls,ME,Maine,Androscoggin,44.0086,-70.0571,4177,438.3
Belfair,WA,Washington,Mason,47.4495,-122.8487,4175,218.8
Imbéry,PR,Puerto Rico,Barceloneta,18.4371,-66.5566,4174,2490.8
Morgan,UT,Utah,Morgan,41.0414,-111.6802,4173,543.3
Lake Panasoffkee,FL,Florida,Sumter,28.785,-82.1258,4173,374.7
Saxon,SC,South Carolina,Spartanburg,34.9616,-81.9713,4171,676.4
Pipestone,MN,Minnesota,Pipestone,43.9958,-96.3117,4171,388.4
University Gardens,NY,New York,Nassau,40.7752,-73.7281,4171,3032.5
Cherry Grove,OH,Ohio,Hamilton,39.0802,-84.322,4170,1421.7
Dimmitt,TX,Texas,Castro,34.5324,-102.3111,4169,510.9
Broadway,VA,Virginia,Rockingham,38.6083,-78.8016,4169,677.6
Algonac,MI,Michigan,St. Clair,42.6207,-82.5339,4167,1133.8
Chattanooga Valley,GA,Georgia,Walker,34.9241,-85.3431,4166,216.8
Dallastown,PA,Pennsylvania,York,39.8996,-76.641,4164,2047.4
Park Rapids,MN,Minnesota,Hubbard,46.9169,-95.0576,4163,217.5
Newport,MN,Minnesota,Washington,44.8743,-92.9975,4163,444.3
Danielson,CT,Connecticut,Northeastern Connecticut,41.8086,-71.8854,4162,1469.2
Fairway,KS,Kansas,Johnson,39.0245,-94.6287,4162,1423.6
Grafton,ND,North Dakota,Walsh,48.4142,-97.4056,4161,486.4
Jersey Shore,PA,Pennsylvania,Lycoming,41.2012,-77.2666,4160,1387.3
McMurray,PA,Pennsylvania,Washington,40.2815,-80.0874,4157,523.2
Fruit Hill,OH,Ohio,Hamilton,39.0699,-84.367,4157,1249
Shelbyville,IL,Illinois,Shelby,39.4097,-88.8005,4156,392.8
Nashville,AR,Arkansas,Howard,33.9418,-93.8516,4156,293.3
Garden Ridge,TX,Texas,Comal,29.6379,-98.2927,4155,224.7
Marseilles,IL,Illinois,LaSalle,41.3099,-88.685,4154,176.6
Clay Center,KS,Kansas,Clay,39.3812,-97.1276,4154,502.7
Waverly,OH,Ohio,Pike,39.1256,-82.9836,4154,385.2
Pittsfield,IL,Illinois,Pike,39.6201,-90.7936,4152,335.2
Bowling Green,MO,Missouri,Pike,39.3447,-91.2032,4149,595.7
Valley Grande,AL,Alabama,Dallas,32.4862,-87.0305,4147,47.8
Monongahela,PA,Pennsylvania,Washington,40.1955,-79.9222,4147,837
Roebling,NJ,New Jersey,Burlington,40.1167,-74.7775,4146,1615.9
Harbour Heights,FL,Florida,Charlotte,26.9928,-82.0072,4145,738
Edinburgh,IN,Indiana,Johnson,39.3509,-85.9625,4144,515.2
Forest Oaks,NC,North Carolina,Guilford,35.9889,-79.7079,4144,333.4
Brookfield,MO,Missouri,Linn,39.7853,-93.0772,4142,374.2
Level Green,PA,Pennsylvania,Westmoreland,40.3902,-79.7215,4140,420.4
Walton Park,NY,New York,Orange,41.3142,-74.2237,4139,518.1
Roosevelt Park,MI,Michigan,Muskegon,43.1982,-86.2733,4139,1555.3
Jourdanton,TX,Texas,Atascosa,28.9141,-98.5409,4138,445.8
Shrewsbury,NJ,New Jersey,Monmouth,40.3249,-74.06,4138,739.5
Harbison Canyon,CA,California,San Diego,32.8273,-116.8381,4137,158.6
Captain Cook,HI,Hawaii,Hawaii,19.4995,-155.8937,4135,124.2
Jonesboro,LA,Louisiana,Jackson,32.2348,-92.7098,4135,329.4
Red Oaks Mill,NY,New York,Dutchess,41.6517,-73.8748,4135,663.7
Akron,PA,Pennsylvania,Lancaster,40.158,-76.2031,4135,1301.7
Hugoton,KS,Kansas,Stevens,37.1745,-101.3447,4134,767.4
Swanton,OH,Ohio,Fulton,41.5839,-83.888,4133,469.6
Kildeer,IL,Illinois,Lake,42.183,-88.0488,4133,376.6
Bonsall,CA,California,San Diego,33.2764,-117.1941,4131,117.1
New Lebanon,OH,Ohio,Montgomery,39.744,-84.3943,4131,780
Whitesboro,TX,Texas,Grayson,33.6612,-96.9022,4130,477.8
Lansford,PA,Pennsylvania,Carbon,40.8331,-75.8848,4129,1037.7
Wolf Lake,MI,Michigan,Muskegon,43.2451,-86.1074,4128,449.8
Clarcona,FL,Florida,Orange,28.6268,-81.4979,4128,383.9
Lowell,MI,Michigan,Kent,42.9351,-85.3457,4127,553.3
Lambertville,NJ,New Jersey,Hunterdon,40.3687,-74.943,4127,1469.6
Lockeford,CA,California,San Joaquin,38.1508,-121.1554,4126,191
Maeser,UT,Utah,Uintah,40.4718,-109.5786,4126,246.4
Linden,MI,Michigan,Genesee,42.8194,-83.7811,4125,676.3
Friona,TX,Texas,Parmer,34.6394,-102.723,4125,1137.5
Winnfield,LA,Louisiana,Winn,31.924,-92.6425,4124,437.2
Falls City,NE,Nebraska,Richardson,40.0623,-95.5989,4124,476.3
Montesano,WA,Washington,Grays Harbor,47.0102,-123.5857,4124,146.1
Scott City,KS,Kansas,Scott,38.4789,-100.9031,4121,586.5
Caldwell,TX,Texas,Burleson,30.5307,-96.7007,4120,393.2
Sherman,IL,Illinois,Sangamon,39.8876,-89.6066,4120,506.3
Rice Lake,MN,Minnesota,St. Louis,46.8977,-92.1137,4120,49.5
Whiteman AFB,MO,Missouri,Johnson,38.7302,-93.5589,4119,238
Carlisle,IA,Iowa,Polk,41.5118,-93.495,4116,281.2
Chagrin Falls,OH,Ohio,Cuyahoga,41.4319,-81.3887,4116,763.3
Garden City South,NY,New York,Nassau,40.712,-73.6607,4113,3982
Pinehurst,TX,Texas,Montgomery,30.1889,-95.7017,4109,200.6
Goodview,MN,Minnesota,Winona,44.0692,-91.7166,4109,715.8
Penn Estates,PA,Pennsylvania,Monroe,41.0346,-75.2417,4108,784.3
Sparta,IL,Illinois,Randolph,38.1513,-89.7185,4107,142.1
St. James,MD,Maryland,Washington,39.5738,-77.7482,4106,262.3
Walhalla,SC,South Carolina,Oconee,34.7705,-83.0615,4102,407.7
Mirrormont,WA,Washington,King,47.4616,-121.9937,4102,152.3
Indian Mountain Lake,PA,Pennsylvania,Monroe,41.0003,-75.5058,4100,248.4
Jena,LA,Louisiana,LaSalle,31.6914,-92.1298,4099,287.9
Fenton,MO,Missouri,St. Louis,38.5279,-90.4488,4097,252.2
West Milwaukee,WI,Wisconsin,Milwaukee,43.0124,-87.971,4096,1413.8
Green Oaks,IL,Illinois,Lake,42.2954,-87.9115,4096,396.3
Mississippi State,MS,Mississippi,Oktibbeha,33.4516,-88.7912,4095,676.2
Niwot,CO,Colorado,Boulder,40.098,-105.1552,4091,395.3
Highland Lakes,NJ,New Jersey,Sussex,41.1716,-74.4643,4089,365.3
Enon,VA,Virginia,Chesterfield,37.3273,-77.3195,4087,366
Trent Woods,NC,North Carolina,Craven,35.081,-77.0945,4086,530.8
Otsego,MI,Michigan,Allegan,42.4576,-85.698,4083,776
Riverdale,NJ,New Jersey,Morris,40.9921,-74.3125,4081,777.6
Longbranch,WA,Washington,Pierce,47.2257,-122.7739,4081,78.7
Pinetop-Lakeside,AZ,Arizona,Navajo,34.1486,-109.9657,4080,141.3
Lake San Marcos,CA,California,San Diego,33.1197,-117.209,4080,922.9
Reiffton,PA,Pennsylvania,Berks,40.3126,-75.8663,4079,825
Wellsville,UT,Utah,Cache,41.6223,-111.943,4078,216.6
Ovilla,TX,Texas,Ellis,32.5352,-96.8895,4077,272
Maytown,PA,Pennsylvania,Lancaster,40.0791,-76.5791,4077,427.8
North Muskegon,MI,Michigan,Muskegon,43.2517,-86.2715,4076,879.4
Lathrup Village,MI,Michigan,Oakland,42.4921,-83.2273,4076,1044.7
Northwest Harwich,MA,Massachusetts,Barnstable,41.6917,-70.1026,4076,197.1
Hazlehurst,GA,Georgia,Jeff Davis,31.8651,-82.5994,4075,332.4
Williamston,SC,South Carolina,Anderson,34.6194,-82.4794,4072,426.2
Tierra Verde,FL,Florida,Pinellas,27.6687,-82.7299,4072,1269.9
Saw Creek,PA,Pennsylvania,Pike,41.1197,-75.0465,4071,495.8
Mulberry,OH,Ohio,Clermont,39.1975,-84.2511,4071,980.6
Brookdale,SC,South Carolina,Orangeburg,33.5183,-80.8332,4069,431.4
San Carlos,TX,Texas,Hidalgo,26.2957,-98.0631,4069,868.9
Marine City,MI,Michigan,St. Clair,42.7137,-82.5012,4068,728.5
Point Pleasant,WV,West Virginia,Mason,38.853,-82.1303,4067,649.9
Placitas,NM,New Mexico,Sandoval,35.3226,-106.4437,4066,53.3
Oronoque,CT,Connecticut,Greater Bridgeport,41.2527,-73.1089,4065,696.4
Kutztown University,PA,Pennsylvania,Berks,40.5103,-75.7851,4065,3562.7
Metamora,IL,Illinois,Woodford,40.7951,-89.3672,4065,691
Chester,NY,New York,Orange,41.357,-74.2768,4064,730.4
Taylor,AZ,Arizona,Navajo,34.4393,-110.1018,4062,48
Throop,PA,Pennsylvania,Lackawanna,41.4382,-75.5927,4062,315.7
North East,MD,Maryland,Cecil,39.6076,-75.9414,4061,768.2
Wingate,NC,North Carolina,Union,34.9859,-80.448,4061,702.6
Rising Sun-Lebanon,DE,Delaware,Kent,39.1,-75.5047,4060,438.6
Brookland,AR,Arkansas,Craighead,35.8991,-90.5767,4057,199.5
Duncan,SC,South Carolina,Spartanburg,34.9342,-82.1443,4053,289
Cross Plains,WI,Wisconsin,Dane,43.1145,-89.6479,4053,831.9
Quitman,GA,Georgia,Brooks,30.7849,-83.5603,4050,378.9
Calcutta,OH,Ohio,Columbiana,40.684,-80.5621,4049,128.4
Hatillo,PR,Puerto Rico,Hatillo,18.4811,-66.8221,4049,1445.9
Fleetwood,PA,Pennsylvania,Berks,40.4565,-75.8209,4046,1496.4
Genesee,CO,Colorado,Jefferson,39.6872,-105.2718,4046,236
Rock Valley,IA,Iowa,Sioux,43.2028,-96.2897,4045,350.1
Kimberly,AL,Alabama,Jefferson,33.7758,-86.7964,4045,249.7
Cayuga Heights,NY,New York,Tompkins,42.468,-76.4876,4044,883.8
Port Reading,NJ,New Jersey,Middlesex,40.5685,-74.2469,4040,789.3
Millstadt,IL,Illinois,St. Clair,38.4579,-90.0834,4035,444.4
Monticello,IA,Iowa,Jones,42.2298,-91.1861,4034,281.8
Midway North,TX,Texas,Hidalgo,26.1872,-98.0189,4033,875.3
Crittenden,KY,Kentucky,Grant,38.7755,-84.6137,4033,457.3
Amite City,LA,Louisiana,Tangipahoa,30.7323,-90.5133,4033,401.6
Capitol Heights,MD,Maryland,Prince George's,38.8765,-76.9075,4033,1998.4
Crandall,TX,Texas,Kaufman,32.6233,-96.4525,4028,240.1
Burnham,IL,Illinois,Cook,41.6375,-87.5447,4028,838.4
Mountain Home,NC,North Carolina,Henderson,35.3708,-82.5021,4028,412.4
St. Bernard,OH,Ohio,Hamilton,39.1711,-84.4955,4026,1012.9
Elkin,NC,North Carolina,Surry,36.2621,-80.8443,4026,228.9
Ladonia,AL,Alabama,Russell,32.4609,-85.0877,4025,497.6
County Center,VA,Virginia,Prince William,38.6917,-77.3507,4024,769.5
Scott AFB,IL,Illinois,St. Clair,38.5412,-89.853,4023,358.2
Indian Head Park,IL,Illinois,Cook,41.769,-87.8977,4022,1665.8
Mary Esther,FL,Florida,Okaloosa,30.4127,-86.6588,4018,1066.2
Great Notch,NJ,New Jersey,Passaic,40.8705,-74.2084,4018,1563.9
Riverside,MO,Missouri,Platte,39.1703,-94.6306,4017,280.6
Chilton,WI,Wisconsin,Calumet,44.0293,-88.1625,4017,383.9
Lenwood,CA,California,San Bernardino,34.8861,-117.1078,4016,745.2
Pleasant Run Farm,OH,Ohio,Hamilton,39.3016,-84.5493,4016,1458.9
Southport,NC,North Carolina,Brunswick,33.9411,-78.0205,4015,387.1
Pinch,WV,West Virginia,Kanawha,38.4062,-81.481,4015,437
Ridgway,PA,Pennsylvania,Elk,41.427,-78.7297,4014,593.3
Mullins,SC,South Carolina,Marion,34.204,-79.2536,4014,513
Westover,WV,West Virginia,Monongalia,39.6329,-79.9882,4012,508.8
Coquille,OR,Oregon,Coos,43.1802,-124.1841,4009,560.1
Thorndale,PA,Pennsylvania,Chester,39.9991,-75.7517,4007,830.7
Hawkinsville,GA,Georgia,Pulaski,32.2965,-83.4815,4007,287.8
Riverwoods,IL,Illinois,Lake,42.1723,-87.8951,4007,390
Broad Brook,CT,Connecticut,Capitol,41.9097,-72.5426,4006,261
Spurgeon,TN,Tennessee,Washington,36.443,-82.4621,4006,378.4
Benson,NC,North Carolina,Johnston,35.386,-78.5437,4004,551.2
San Miguel,CA,California,Contra Costa,37.8867,-122.0368,4004,1471.9
Kings Park,VA,Virginia,Fairfax,38.8026,-77.2396,4003,1188.3
Bosque Farms,NM,New Mexico,Valencia,34.8539,-106.7011,4001,392.6
South Haven,MI,Michigan,Van Buren,42.4011,-86.2677,3999,453.6
Dakota Dunes,SD,South Dakota,Union,42.492,-96.487,3997,625.1
Haskell,AR,Arkansas,Saline,34.5095,-92.6406,3996,315.3
Vidalia,LA,Louisiana,Concordia,31.5668,-91.4404,3994,594.4
Seven Lakes,NC,North Carolina,Moore,35.2647,-79.5865,3994,183.9
Northlake,SC,South Carolina,Anderson,34.5691,-82.6838,3989,372.2
Campanilla,PR,Puerto Rico,Toa Baja,18.4225,-66.2391,3988,2948
South Chicago Heights,IL,Illinois,Cook,41.4831,-87.6369,3986,973.6
Taylor Creek,OH,Ohio,Hamilton,39.2362,-84.6802,3986,179.6
Karns,TN,Tennessee,Knox,35.9778,-84.1091,3985,515.4
Wintersville,OH,Ohio,Jefferson,40.3791,-80.7095,3983,492.2
North El Monte,CA,California,Los Angeles,34.1029,-118.0239,3983,3615.5
Rossville,GA,Georgia,Walker,34.9747,-85.2898,3982,851.3
Castle Hills,TX,Texas,Bexar,29.5229,-98.5197,3982,622.7
Pecan Acres,TX,Texas,Tarrant,32.9704,-97.4725,3981,81.4
Belleville,MI,Michigan,Wayne,42.2022,-83.4839,3979,1356.8
St. Charles,MN,Minnesota,Winona,43.9687,-92.0593,3979,403.4
Camdenton,MO,Missouri,Camden,38.0121,-92.7499,3979,279.8
Clayton,DE,Delaware,Kent,39.2849,-75.6366,3978,788.6
Metter,GA,Georgia,Candler,32.3958,-82.0621,3976,204.5
Trappe,PA,Pennsylvania,Montgomery,40.1991,-75.4754,3976,744.9
Smithville,TX,Texas,Bastrop,30.0082,-97.152,3975,381.2
Magee,MS,Mississippi,Simpson,31.873,-89.734,3974,291.8
Brookville,PA,Pennsylvania,Jefferson,41.1615,-79.0827,3974,487.8
Park Layne,OH,Ohio,Clark,39.8881,-84.0394,3974,1047.7
Coleman,TX,Texas,Coleman,31.8317,-99.4223,3973,249.7
Hazel Green,AL,Alabama,Madison,34.9236,-86.5671,3971,152.8
Grant,MN,Minnesota,Washington,45.0825,-92.909,3969,61.1
Spencer,OK,Oklahoma,Oklahoma,35.5108,-97.3715,3969,284.8
